tier,city,reference,bin_lo_m,n
0.55,gainesville,local_nonlevel,-0.75,2
0.55,gainesville,local_nonlevel,-0.7,2
0.55,gainesville,local_nonlevel,-0.65,8
0.55,gainesville,local_nonlevel,-0.6,6
0.55,gainesville,local_nonlevel,-0.55,11
0.55,gainesville,local_nonlevel,-0.5,11
0.55,gainesville,local_nonlevel,-0.45,21
0.55,gainesville,local_nonlevel,-0.4,29
0.55,gainesville,local_nonlevel,-0.35,56
0.55,gainesville,local_nonlevel,-0.3,75
0.55,gainesville,local_nonlevel,-0.25,125
0.55,gainesville,local_nonlevel,-0.2,247
0.55,gainesville,local_nonlevel,-0.15,434
0.55,gainesville,local_nonlevel,-0.1,738
0.55,gainesville,local_nonlevel,-0.05,1308
0.55,gainesville,local_nonlevel,0,1787
0.55,gainesville,local_nonlevel,0.05,1342
0.55,gainesville,local_nonlevel,0.1,811
0.55,gainesville,local_nonlevel,0.15,396
0.55,gainesville,local_nonlevel,0.2,228
0.55,gainesville,local_nonlevel,0.25,152
0.55,gainesville,local_nonlevel,0.3,91
0.55,gainesville,local_nonlevel,0.35,50
0.55,gainesville,local_nonlevel,0.4,32
0.55,gainesville,local_nonlevel,0.45,18
0.55,gainesville,local_nonlevel,0.5,17
0.55,gainesville,local_nonlevel,0.55,14
0.55,gainesville,local_nonlevel,0.6,5
0.55,gainesville,local_nonlevel,0.65,5
0.55,gainesville,local_nonlevel,0.7,7
0.55,gainesville,local_nonlevel,0.75,2
0.55,gainesville,local_nonlevel,0.8,5
0.55,gainesville,local_nonlevel,0.85,6
0.55,gainesville,local_nonlevel,0.9,4
0.55,gainesville,local_nonlevel,0.95,7
0.55,paterson,dominant,-1,345
0.55,paterson,dominant,-0.95,29
0.55,paterson,dominant,-0.9,27
0.55,paterson,dominant,-0.85,39
0.55,paterson,dominant,-0.8,31
0.55,paterson,dominant,-0.75,67
0.55,paterson,dominant,-0.7,77
0.55,paterson,dominant,-0.65,88
0.55,paterson,dominant,-0.6,113
0.55,paterson,dominant,-0.55,128
0.55,paterson,dominant,-0.5,156
0.55,paterson,dominant,-0.45,186
0.55,paterson,dominant,-0.4,235
0.55,paterson,dominant,-0.35,320
0.55,paterson,dominant,-0.3,459
0.55,paterson,dominant,-0.25,541
0.55,paterson,dominant,-0.2,796
0.55,paterson,dominant,-0.15,1112
0.55,paterson,dominant,-0.1,1600
0.55,paterson,dominant,-0.05,1966
0.55,paterson,dominant,0,2617
0.55,paterson,dominant,0.05,2448
0.55,paterson,dominant,0.1,1980
0.55,paterson,dominant,0.15,1481
0.55,paterson,dominant,0.2,1129
0.55,paterson,dominant,0.25,841
0.55,paterson,dominant,0.3,581
0.55,paterson,dominant,0.35,500
0.55,paterson,dominant,0.4,379
0.55,paterson,dominant,0.45,320
0.55,paterson,dominant,0.5,242
0.55,paterson,dominant,0.55,223
0.55,paterson,dominant,0.6,189
0.55,paterson,dominant,0.65,139
0.55,paterson,dominant,0.7,136
0.55,paterson,dominant,0.75,105
0.55,paterson,dominant,0.8,92
0.55,paterson,dominant,0.85,71
0.55,paterson,dominant,0.9,75
0.55,paterson,dominant,0.95,592
0.55,paterson,local,-1,23
0.55,paterson,local,-0.95,6
0.55,paterson,local,-0.9,6
0.55,paterson,local,-0.85,9
0.55,paterson,local,-0.8,9
0.55,paterson,local,-0.75,14
0.55,paterson,local,-0.7,16
0.55,paterson,local,-0.65,20
0.55,paterson,local,-0.6,34
0.55,paterson,local,-0.55,39
0.55,paterson,local,-0.5,61
0.55,paterson,local,-0.45,76
0.55,paterson,local,-0.4,142
0.55,paterson,local,-0.35,165
0.55,paterson,local,-0.3,229
0.55,paterson,local,-0.25,371
0.55,paterson,local,-0.2,587
0.55,paterson,local,-0.15,1059
0.55,paterson,local,-0.1,1732
0.55,paterson,local,-0.05,2518
0.55,paterson,local,0,4331
0.55,paterson,local,0.05,3592
0.55,paterson,local,0.1,2409
0.55,paterson,local,0.15,1589
0.55,paterson,local,0.2,1012
0.55,paterson,local,0.25,654
0.55,paterson,local,0.3,442
0.55,paterson,local,0.35,322
0.55,paterson,local,0.4,233
0.55,paterson,local,0.45,166
0.55,paterson,local,0.5,107
0.55,paterson,local,0.55,81
0.55,paterson,local,0.6,60
0.55,paterson,local,0.65,59
0.55,paterson,local,0.7,43
0.55,paterson,local,0.75,30
0.55,paterson,local,0.8,30
0.55,paterson,local,0.85,17
0.55,paterson,local,0.9,15
0.55,paterson,local,0.95,118
0.55,paterson,local_level,-1,7
0.55,paterson,local_level,-0.95,2
0.55,paterson,local_level,-0.85,2
0.55,paterson,local_level,-0.8,1
0.55,paterson,local_level,-0.75,1
0.55,paterson,local_level,-0.65,1
0.55,paterson,local_level,-0.6,1
0.55,paterson,local_level,-0.55,2
0.55,paterson,local_level,-0.5,3
0.55,paterson,local_level,-0.45,2
0.55,paterson,local_level,-0.4,4
0.55,paterson,local_level,-0.35,5
0.55,paterson,local_level,-0.3,4
0.55,paterson,local_level,-0.25,7
0.55,paterson,local_level,-0.2,12
0.55,paterson,local_level,-0.15,32
0.55,paterson,local_level,-0.1,66
0.55,paterson,local_level,-0.05,106
0.55,paterson,local_level,0,638
0.55,paterson,local_level,0.05,631
0.55,paterson,local_level,0.1,530
0.55,paterson,local_level,0.15,466
0.55,paterson,local_level,0.2,345
0.55,paterson,local_level,0.25,236
0.55,paterson,local_level,0.3,163
0.55,paterson,local_level,0.35,132
0.55,paterson,local_level,0.4,86
0.55,paterson,local_level,0.45,66
0.55,paterson,local_level,0.5,42
0.55,paterson,local_level,0.55,31
0.55,paterson,local_level,0.6,20
0.55,paterson,local_level,0.65,21
0.55,paterson,local_level,0.7,14
0.55,paterson,local_level,0.75,8
0.55,paterson,local_level,0.8,12
0.55,paterson,local_level,0.85,5
0.55,paterson,local_level,0.9,6
0.55,paterson,local_level,0.95,42
0.55,paterson,local_nonlevel,-1,16
0.55,paterson,local_nonlevel,-0.95,4
0.55,paterson,local_nonlevel,-0.9,6
0.55,paterson,local_nonlevel,-0.85,7
0.55,paterson,local_nonlevel,-0.8,8
0.55,paterson,local_nonlevel,-0.75,13
0.55,paterson,local_nonlevel,-0.7,16
0.55,paterson,local_nonlevel,-0.65,19
0.55,paterson,local_nonlevel,-0.6,33
0.55,paterson,local_nonlevel,-0.55,37
0.55,paterson,local_nonlevel,-0.5,58
0.55,paterson,local_nonlevel,-0.45,74
0.55,paterson,local_nonlevel,-0.4,138
0.55,paterson,local_nonlevel,-0.35,160
0.55,paterson,local_nonlevel,-0.3,225
0.55,paterson,local_nonlevel,-0.25,364
0.55,paterson,local_nonlevel,-0.2,575
0.55,paterson,local_nonlevel,-0.15,1027
0.55,paterson,local_nonlevel,-0.1,1666
0.55,paterson,local_nonlevel,-0.05,2412
0.55,paterson,local_nonlevel,0,3693
0.55,paterson,local_nonlevel,0.05,2961
0.55,paterson,local_nonlevel,0.1,1879
0.55,paterson,local_nonlevel,0.15,1123
0.55,paterson,local_nonlevel,0.2,667
0.55,paterson,local_nonlevel,0.25,418
0.55,paterson,local_nonlevel,0.3,279
0.55,paterson,local_nonlevel,0.35,190
0.55,paterson,local_nonlevel,0.4,147
0.55,paterson,local_nonlevel,0.45,100
0.55,paterson,local_nonlevel,0.5,65
0.55,paterson,local_nonlevel,0.55,50
0.55,paterson,local_nonlevel,0.6,40
0.55,paterson,local_nonlevel,0.65,38
0.55,paterson,local_nonlevel,0.7,29
0.55,paterson,local_nonlevel,0.75,22
0.55,paterson,local_nonlevel,0.8,18
0.55,paterson,local_nonlevel,0.85,12
0.55,paterson,local_nonlevel,0.9,9
0.55,paterson,local_nonlevel,0.95,76
0.55,pooled,dominant,-1,697
0.55,pooled,dominant,-0.95,81
0.55,pooled,dominant,-0.9,82
0.55,pooled,dominant,-0.85,103
0.55,pooled,dominant,-0.8,102
0.55,pooled,dominant,-0.75,149
0.55,pooled,dominant,-0.7,175
0.55,pooled,dominant,-0.65,228
0.55,pooled,dominant,-0.6,285
0.55,pooled,dominant,-0.55,339
0.55,pooled,dominant,-0.5,430
0.55,pooled,dominant,-0.45,541
0.55,pooled,dominant,-0.4,672
0.55,pooled,dominant,-0.35,964
0.55,pooled,dominant,-0.3,1303
0.55,pooled,dominant,-0.25,1790
0.55,pooled,dominant,-0.2,2665
0.55,pooled,dominant,-0.15,3835
0.55,pooled,dominant,-0.1,5433
0.55,pooled,dominant,-0.05,7028
0.55,pooled,dominant,0,9720
0.55,pooled,dominant,0.05,8978
0.55,pooled,dominant,0.1,7196
0.55,pooled,dominant,0.15,5432
0.55,pooled,dominant,0.2,4192
0.55,pooled,dominant,0.25,3004
0.55,pooled,dominant,0.3,2199
0.55,pooled,dominant,0.35,1638
0.55,pooled,dominant,0.4,1265
0.55,pooled,dominant,0.45,1009
0.55,pooled,dominant,0.5,732
0.55,pooled,dominant,0.55,595
0.55,pooled,dominant,0.6,542
0.55,pooled,dominant,0.65,369
0.55,pooled,dominant,0.7,350
0.55,pooled,dominant,0.75,244
0.55,pooled,dominant,0.8,246
0.55,pooled,dominant,0.85,169
0.55,pooled,dominant,0.9,169
0.55,pooled,dominant,0.95,1206
0.55,pooled,local,-1,50
0.55,pooled,local,-0.95,10
0.55,pooled,local,-0.9,12
0.55,pooled,local,-0.85,22
0.55,pooled,local,-0.8,25
0.55,pooled,local,-0.75,27
0.55,pooled,local,-0.7,39
0.55,pooled,local,-0.65,67
0.55,pooled,local,-0.6,84
0.55,pooled,local,-0.55,104
0.55,pooled,local,-0.5,149
0.55,pooled,local,-0.45,215
0.55,pooled,local,-0.4,357
0.55,pooled,local,-0.35,486
0.55,pooled,local,-0.3,699
0.55,pooled,local,-0.25,1122
0.55,pooled,local,-0.2,1927
0.55,pooled,local,-0.15,3472
0.55,pooled,local,-0.1,5761
0.55,pooled,local,-0.05,8670
0.55,pooled,local,0,14913
0.55,pooled,local,0.05,12258
0.55,pooled,local,0.1,8361
0.55,pooled,local,0.15,5455
0.55,pooled,local,0.2,3561
0.55,pooled,local,0.25,2321
0.55,pooled,local,0.3,1625
0.55,pooled,local,0.35,1157
0.55,pooled,local,0.4,800
0.55,pooled,local,0.45,554
0.55,pooled,local,0.5,347
0.55,pooled,local,0.55,285
0.55,pooled,local,0.6,208
0.55,pooled,local,0.65,164
0.55,pooled,local,0.7,124
0.55,pooled,local,0.75,90
0.55,pooled,local,0.8,77
0.55,pooled,local,0.85,63
0.55,pooled,local,0.9,41
0.55,pooled,local,0.95,301
0.55,pooled,local_level,-1,12
0.55,pooled,local_level,-0.95,2
0.55,pooled,local_level,-0.85,3
0.55,pooled,local_level,-0.8,1
0.55,pooled,local_level,-0.75,4
0.55,pooled,local_level,-0.65,4
0.55,pooled,local_level,-0.6,1
0.55,pooled,local_level,-0.55,5
0.55,pooled,local_level,-0.5,7
0.55,pooled,local_level,-0.45,7
0.55,pooled,local_level,-0.4,12
0.55,pooled,local_level,-0.35,17
0.55,pooled,local_level,-0.3,14
0.55,pooled,local_level,-0.25,18
0.55,pooled,local_level,-0.2,39
0.55,pooled,local_level,-0.15,107
0.55,pooled,local_level,-0.1,210
0.55,pooled,local_level,-0.05,433
0.55,pooled,local_level,0,2946
0.55,pooled,local_level,0.05,2675
0.55,pooled,local_level,0.1,2215
0.55,pooled,local_level,0.15,1857
0.55,pooled,local_level,0.2,1404
0.55,pooled,local_level,0.25,996
0.55,pooled,local_level,0.3,733
0.55,pooled,local_level,0.35,559
0.55,pooled,local_level,0.4,390
0.55,pooled,local_level,0.45,267
0.55,pooled,local_level,0.5,176
0.55,pooled,local_level,0.55,157
0.55,pooled,local_level,0.6,101
0.55,pooled,local_level,0.65,70
0.55,pooled,local_level,0.7,52
0.55,pooled,local_level,0.75,36
0.55,pooled,local_level,0.8,36
0.55,pooled,local_level,0.85,26
0.55,pooled,local_level,0.9,22
0.55,pooled,local_level,0.95,143
0.55,pooled,local_nonlevel,-1,38
0.55,pooled,local_nonlevel,-0.95,8
0.55,pooled,local_nonlevel,-0.9,12
0.55,pooled,local_nonlevel,-0.85,19
0.55,pooled,local_nonlevel,-0.8,24
0.55,pooled,local_nonlevel,-0.75,23
0.55,pooled,local_nonlevel,-0.7,39
0.55,pooled,local_nonlevel,-0.65,63
0.55,pooled,local_nonlevel,-0.6,83
0.55,pooled,local_nonlevel,-0.55,99
0.55,pooled,local_nonlevel,-0.5,142
0.55,pooled,local_nonlevel,-0.45,208
0.55,pooled,local_nonlevel,-0.4,345
0.55,pooled,local_nonlevel,-0.35,469
0.55,pooled,local_nonlevel,-0.3,685
0.55,pooled,local_nonlevel,-0.25,1104
0.55,pooled,local_nonlevel,-0.2,1888
0.55,pooled,local_nonlevel,-0.15,3365
0.55,pooled,local_nonlevel,-0.1,5551
0.55,pooled,local_nonlevel,-0.05,8237
0.55,pooled,local_nonlevel,0,11967
0.55,pooled,local_nonlevel,0.05,9583
0.55,pooled,local_nonlevel,0.1,6146
0.55,pooled,local_nonlevel,0.15,3598
0.55,pooled,local_nonlevel,0.2,2157
0.55,pooled,local_nonlevel,0.25,1325
0.55,pooled,local_nonlevel,0.3,892
0.55,pooled,local_nonlevel,0.35,598
0.55,pooled,local_nonlevel,0.4,410
0.55,pooled,local_nonlevel,0.45,287
0.55,pooled,local_nonlevel,0.5,171
0.55,pooled,local_nonlevel,0.55,128
0.55,pooled,local_nonlevel,0.6,107
0.55,pooled,local_nonlevel,0.65,94
0.55,pooled,local_nonlevel,0.7,72
0.55,pooled,local_nonlevel,0.75,54
0.55,pooled,local_nonlevel,0.8,41
0.55,pooled,local_nonlevel,0.85,37
0.55,pooled,local_nonlevel,0.9,19
0.55,pooled,local_nonlevel,0.95,158
0.55,sao_paulo,dominant,-1,171
0.55,sao_paulo,dominant,-0.95,24
0.55,sao_paulo,dominant,-0.9,24
0.55,sao_paulo,dominant,-0.85,26
0.55,sao_paulo,dominant,-0.8,25
0.55,sao_paulo,dominant,-0.75,31
0.55,sao_paulo,dominant,-0.7,36
0.55,sao_paulo,dominant,-0.65,38
0.55,sao_paulo,dominant,-0.6,46
0.55,sao_paulo,dominant,-0.55,63
0.55,sao_paulo,dominant,-0.5,74
0.55,sao_paulo,dominant,-0.45,82
0.55,sao_paulo,dominant,-0.4,85
0.55,sao_paulo,dominant,-0.35,142
0.55,sao_paulo,dominant,-0.3,160
0.55,sao_paulo,dominant,-0.25,227
0.55,sao_paulo,dominant,-0.2,295
0.55,sao_paulo,dominant,-0.15,411
0.55,sao_paulo,dominant,-0.1,528
0.55,sao_paulo,dominant,-0.05,679
0.55,sao_paulo,dominant,0,918
0.55,sao_paulo,dominant,0.05,803
0.55,sao_paulo,dominant,0.1,698
0.55,sao_paulo,dominant,0.15,542
0.55,sao_paulo,dominant,0.2,488
0.55,sao_paulo,dominant,0.25,335
0.55,sao_paulo,dominant,0.3,264
0.55,sao_paulo,dominant,0.35,194
0.55,sao_paulo,dominant,0.4,183
0.55,sao_paulo,dominant,0.45,139
0.55,sao_paulo,dominant,0.5,97
0.55,sao_paulo,dominant,0.55,108
0.55,sao_paulo,dominant,0.6,105
0.55,sao_paulo,dominant,0.65,71
0.55,sao_paulo,dominant,0.7,70
0.55,sao_paulo,dominant,0.75,40
0.55,sao_paulo,dominant,0.8,42
0.55,sao_paulo,dominant,0.85,32
0.55,sao_paulo,dominant,0.9,38
0.55,sao_paulo,dominant,0.95,245
0.55,sao_paulo,local,-1,11
0.55,sao_paulo,local,-0.95,2
0.55,sao_paulo,local,-0.9,2
0.55,sao_paulo,local,-0.85,5
0.55,sao_paulo,local,-0.8,2
0.55,sao_paulo,local,-0.75,3
0.55,sao_paulo,local,-0.7,10
0.55,sao_paulo,local,-0.65,12
0.55,sao_paulo,local,-0.6,14
0.55,sao_paulo,local,-0.55,21
0.55,sao_paulo,local,-0.5,27
0.55,sao_paulo,local,-0.45,30
0.55,sao_paulo,local,-0.4,55
0.55,sao_paulo,local,-0.35,68
0.55,sao_paulo,local,-0.3,100
0.55,sao_paulo,local,-0.25,150
0.55,sao_paulo,local,-0.2,224
0.55,sao_paulo,local,-0.15,352
0.55,sao_paulo,local,-0.1,606
0.55,sao_paulo,local,-0.05,853
0.55,sao_paulo,local,0,1450
0.55,sao_paulo,local,0.05,1184
0.55,sao_paulo,local,0.1,920
0.55,sao_paulo,local,0.15,586
0.55,sao_paulo,local,0.2,482
0.55,sao_paulo,local,0.25,326
0.55,sao_paulo,local,0.3,242
0.55,sao_paulo,local,0.35,188
0.55,sao_paulo,local,0.4,141
0.55,sao_paulo,local,0.45,100
0.55,sao_paulo,local,0.5,59
0.55,sao_paulo,local,0.55,71
0.55,sao_paulo,local,0.6,47
0.55,sao_paulo,local,0.65,41
0.55,sao_paulo,local,0.7,29
0.55,sao_paulo,local,0.75,25
0.55,sao_paulo,local,0.8,14
0.55,sao_paulo,local,0.85,15
0.55,sao_paulo,local,0.9,7
0.55,sao_paulo,local,0.95,87
0.55,sao_paulo,local_level,-1,1
0.55,sao_paulo,local_level,-0.55,1
0.55,sao_paulo,local_level,-0.5,1
0.55,sao_paulo,local_level,-0.45,1
0.55,sao_paulo,local_level,-0.4,2
0.55,sao_paulo,local_level,-0.35,3
0.55,sao_paulo,local_level,-0.25,1
0.55,sao_paulo,local_level,-0.2,5
0.55,sao_paulo,local_level,-0.15,7
0.55,sao_paulo,local_level,-0.1,17
0.55,sao_paulo,local_level,-0.05,50
0.55,sao_paulo,local_level,0,326
0.55,sao_paulo,local_level,0.05,325
0.55,sao_paulo,local_level,0.1,262
0.55,sao_paulo,local_level,0.15,242
0.55,sao_paulo,local_level,0.2,234
0.55,sao_paulo,local_level,0.25,169
0.55,sao_paulo,local_level,0.3,124
0.55,sao_paulo,local_level,0.35,113
0.55,sao_paulo,local_level,0.4,85
0.55,sao_paulo,local_level,0.45,58
0.55,sao_paulo,local_level,0.5,32
0.55,sao_paulo,local_level,0.55,55
0.55,sao_paulo,local_level,0.6,31
0.55,sao_paulo,local_level,0.65,22
0.55,sao_paulo,local_level,0.7,11
0.55,sao_paulo,local_level,0.75,13
0.55,sao_paulo,local_level,0.8,11
0.55,sao_paulo,local_level,0.85,10
0.55,sao_paulo,local_level,0.9,6
0.55,sao_paulo,local_level,0.95,59
0.55,sao_paulo,local_nonlevel,-1,10
0.55,sao_paulo,local_nonlevel,-0.95,2
0.55,sao_paulo,local_nonlevel,-0.9,2
0.55,sao_paulo,local_nonlevel,-0.85,5
0.55,sao_paulo,local_nonlevel,-0.8,2
0.55,sao_paulo,local_nonlevel,-0.75,3
0.55,sao_paulo,local_nonlevel,-0.7,10
0.55,sao_paulo,local_nonlevel,-0.65,12
0.55,sao_paulo,local_nonlevel,-0.6,14
0.55,sao_paulo,local_nonlevel,-0.55,20
0.55,sao_paulo,local_nonlevel,-0.5,26
0.55,sao_paulo,local_nonlevel,-0.45,29
0.55,sao_paulo,local_nonlevel,-0.4,53
0.55,sao_paulo,local_nonlevel,-0.35,65
0.55,sao_paulo,local_nonlevel,-0.3,100
0.55,sao_paulo,local_nonlevel,-0.25,149
0.55,sao_paulo,local_nonlevel,-0.2,219
0.55,sao_paulo,local_nonlevel,-0.15,345
0.55,sao_paulo,local_nonlevel,-0.1,589
0.55,sao_paulo,local_nonlevel,-0.05,803
0.55,sao_paulo,local_nonlevel,0,1124
0.55,sao_paulo,local_nonlevel,0.05,859
0.55,sao_paulo,local_nonlevel,0.1,658
0.55,sao_paulo,local_nonlevel,0.15,344
0.55,sao_paulo,local_nonlevel,0.2,248
0.55,sao_paulo,local_nonlevel,0.25,157
0.55,sao_paulo,local_nonlevel,0.3,118
0.55,sao_paulo,local_nonlevel,0.35,75
0.55,sao_paulo,local_nonlevel,0.4,56
0.55,sao_paulo,local_nonlevel,0.45,42
0.55,sao_paulo,local_nonlevel,0.5,27
0.55,sao_paulo,local_nonlevel,0.55,16
0.55,sao_paulo,local_nonlevel,0.6,16
0.55,sao_paulo,local_nonlevel,0.65,19
0.55,sao_paulo,local_nonlevel,0.7,18
0.55,sao_paulo,local_nonlevel,0.75,12
0.55,sao_paulo,local_nonlevel,0.8,3
0.55,sao_paulo,local_nonlevel,0.85,5
0.55,sao_paulo,local_nonlevel,0.9,1
0.55,sao_paulo,local_nonlevel,0.95,28
