city,pano_id,tilt_deg,tilt_bucket,pitch_deg,roll_deg,make,model,v_original,v_documented,v_pitch-flipped,v_roll-flipped,v_both-flipped,v_pitch-only,v_roll-only
morgantown,7393628424017132,2.386016335041452,1.5-3,2.3093044809644034,-0.6003181935458574,GoPro,GoPro Max,0.13842001809615925,0.1473097982933716,0.09799853360997145,0.1439402212064958,0.10094691356098778,0.14755939659610315,0.13493908241423958
morgantown,747134177377694,7.062803839647096,5-10,-6.908063702224245,1.4739033707574933,GoPro,GoPro Max,0.06363196730262234,0.08115064817559241,0.05201004633168495,0.07695427671091837,0.052275244528337206,0.08107264870598879,0.06275837324306195
morgantown,749673027037288,5.40553297699545,5-10,-2.11020198376238,4.9777549531194225,GoPro,GoPro Max,0.06424036316553047,0.06815593653963153,0.06569115330015755,0.05756360856746174,0.05396003307177511,0.06559755393663323,0.0682807356909973
morgantown,759399502183549,1.537009532746732,1.5-3,0.8531370985865726,-1.2785445672968225,GoPro,GoPro Max,0.09732773817138043,0.09843533063975166,0.09628254527869211,0.09458215684133348,0.09193017487481085,0.09918412554794627,0.09770213562547775
morgantown,760177245654837,2.261168047689798,1.5-3,1.357316072243092,-1.808642035341371,GoPro,GoPro Max,0.21248615509414537,0.2195373071463114,0.19331388546557884,0.19203469416407967,0.17766719186309532,0.21490413865185717,0.21234575604885886
morgantown,760811765935688,0.4460892497233603,0-1.5,-0.44418841399098186,-0.04113764088994005,GoPro,GoPro Max,0.10280330093755362,0.10328689764909599,0.10398889287552844,0.10381729404240052,0.1035208960579068,0.10342729669438248,0.10508088544997894
morgantown,775966364379699,1.004905277352754,0-1.5,0.9924459880161882,-0.15775952095332196,GoPro,GoPro Max,0.09997972013790306,0.09905932639658051,0.09586134814283263,0.09923092522970844,0.09735893795922188,0.09902812660873907,0.10041651716768325
morgantown,777238804420101,3.3715961117600863,3-5,-1.0751606239815954,3.195761098826857,GoPro,GoPro Max,0.0858306163518088,0.09567414941578398,0.09235137201067033,0.07228990842862268,0.0716503127778731,0.08704740807762507,0.09515935291640017
morgantown,778147450850347,0.6933713468095334,0-1.5,0.20774106866574493,-0.6615205141302085,GoPro,GoPro Max,0.07534748763708407,0.07670467840818683,0.07528508806140118,0.07328830163954884,0.07189991108060466,0.07519148869787685,0.0760338829695958
morgantown,781523387330174,2.3135000385267896,1.5-3,2.305539100725879,-0.1918117387986347,GoPro,GoPro Max,0.087499805001326,0.08718780712291156,0.07907586228413646,0.08762460415269176,0.07927866090510585,0.08764020404661248,0.08846699842441072
morgantown,834261372050006,1.3445237589510683,0-1.5,0.760824200231779,-1.1085859963256814,GoPro,GoPro Max,0.07745347331638144,0.07656427936290033,0.0747858914559381,0.0747858914559381,0.07516028891003541,0.07657987925682105,0.07520708859179757
morgantown,8551050821585152,6.870602661342515,5-10,-6.679589252913055,1.6124698011855343,GoPro,GoPro Max,0.07221190895901908,0.08032385379779418,0.057875606445876165,0.08018345475250768,0.06018439074614293,0.08133784690264106,0.070480320733819
morgantown,863715805438268,2.530097201816289,1.5-3,2.3403788621334205,-0.9615263358680726,GoPro,GoPro Max,0.07052712041558118,0.07561268583373633,0.06261797419777546,0.07450509336536512,0.05832800336957709,0.07684507745347331,0.07288270439761009
morgantown,878431760506295,5.748855874739898,5-10,-5.716292475011392,-0.6120358535986448,GoPro,GoPro Max,0.046815281656084735,0.0477356753974073,0.04102772101149712,0.047595276352120804,0.03946773161942499,0.04782927476093163,0.04701808027705411
morgantown,914644690034345,1.9494399096081856,1.5-3,-0.0009339710283834964,-1.9494396859630558,GoPro,GoPro Max,0.10501848587429606,0.10425409107218071,0.10433209054178431,0.0969377408233624,0.09718733912609394,0.10489368672293028,0.10422289128433927
morgantown,916442743190808,3.9749184006519496,3-5,-3.9679039975757986,0.23622742663588786,GoPro,GoPro Max,0.06272717345522051,0.07235230800430557,0.044787295446390964,0.07260190630703711,0.04519289268832972,0.0729607038672137,0.06472395987707284
morgantown,919312849636317,4.2032832308085455,3-5,3.5545697461321932,-2.2447919788718997,GoPro,GoPro Max,0.12447155359343556,0.14019624666552266,0.09331856543375505,0.11796639782849476,0.08890518236560482,0.13394068920331342,0.12788793036207355
morgantown,919729533106221,8.205901466265589,5-10,8.17499137961298,-0.7140021059728164,GoPro,GoPro Max,0.06873313261469823,0.10977645352011606,0.03999812801272951,0.10537728343447264,0.041199319844625056,0.1078264667800259,0.06633074895090714
morgantown,925860169582480,1.5669126109844778,1.5-3,1.3400186087184727,0.8122102833524298,GoPro,GoPro Max,0.05810960485468699,0.060652387563764565,0.053648035193360685,0.05934199647442397,0.04981046128886323,0.059965992231252825,0.05832800336957709
morgantown,927279915685911,3.775038140950709,3-5,-2.7845906908605285,2.5499192956753,GoPro,GoPro Max,0.10442568990530865,0.10962045458090885,0.09016738686176934,0.09739013774706332,0.08913779386300173,0.10593887961561861,0.10738966975024569
morgantown,931660678678586,2.6160350344242067,1.5-3,2.5513699851109672,0.5782486835130337,GoPro,GoPro Max,0.11355162784893062,0.12656193937881222,0.09946492363851926,0.11924558912999392,0.09285056861613342,0.12264636600471117,0.11874639252453083
morgantown,941838830948431,0.6725425508670311,0-1.5,-0.5333987791834102,-0.40963895430589364,GoPro,GoPro Max,0.13403428856683774,0.13862065737952983,0.13437748623309362,0.13381589005194763,0.13762226416860365,0.13478308347503237,0.13609347456437296
morgantown,948824803432429,6.282538415046351,5-10,3.6962716174034385,-5.08367446905011,GoPro,GoPro Max,0.053086439012214715,0.06019999064006365,0.050169258849039826,0.04917086563811366,0.04090292186013135,0.05669001450790134,0.05810960485468699
annapolis,1005430537402761,2.4864970109504707,1.5-3,-2.4864784771009805,-0.009603451611357675,Trimble,Trimble mx7,0.07172831224747672,0.07177511192923888,0.059201597429137484,0.07160351309611095,0.059201597429137484,0.07161911299003167,0.07185311139884248
annapolis,1018302322713012,2.1902943210405423,1.5-3,-2.173662701366832,0.2694708034306189,Trimble,Trimble mx7,0.04207291390418545,0.04252531082788637,0.039826529179601576,0.04263451008533142,0.03879693618083397,0.042572110509648535,0.04308690700903234
annapolis,1023104848740281,1.9318780995991158,1.5-3,-1.458847173633415,1.266595682215817,Trimble,Trimble mx7,0.038469338408498824,0.037720543500304196,0.037548944667176266,0.037736143394224916,0.03826653978752945,0.03743974540973121,0.03736174594012761
annapolis,1027083038026430,3.269083039639268,3-5,-3.1887202542415816,0.720765936186765,Trimble,Trimble MX7,0.05060605587882002,0.050886853969393006,0.04029452599722322,0.0514640500444597,0.040559724193875484,0.05230644431617865,0.05049685662137497
annapolis,1031592527886900,1.593945502030793,1.5-3,-1.5920650069418105,0.07741330348332426,Trimble,Trimble mx7,0.11632840896681902,0.11919878944823176,0.09982372119869586,0.11986958488682277,0.10069731525825625,0.1192299892360732,0.1207450625565505
annapolis,1034575561078277,5.844320536202041,5-10,-5.777484074952352,-0.8828384715467361,Trimble,Trimble mx7,0.040575324087796204,0.04492769449167746,0.03831333946929161,0.04650328377767031,0.03678454986506092,0.046097686535731555,0.04099652122365568
annapolis,1040516234061456,3.615542137320097,3-5,-3.4926378831892597,0.9352589427856237,Trimble,Trimble mx7,0.06447436157434129,0.0662371495873828,0.04909286616851005,0.06653354757187652,0.04971686192533891,0.0663775486326693,0.06517635680077376
annapolis,1054705589196732,3.0755985797934504,3-5,-2.614533748665107,-1.6202908693308888,Trimble,Trimble mx7,0.0358953559115798,0.039093334165327676,0.032900176278801305,0.03970173002823581,0.032931376066642745,0.03951453130118715,0.0347253638675257
annapolis,1066275427712945,4.146349121771618,3-5,-3.46602389294028,-2.2771070826001334,Trimble,Trimble mx7,0.04422569926524499,0.047345678049389266,0.031059388796156186,0.04859366956304697,0.03814174063616367,0.04892126733538212,0.03623855357783567
annapolis,1069711381045172,3.7150608058437995,3-5,-3.5606728132160335,1.060534885906351,Trimble,Trimble mx7,0.060621187775923124,0.0679843377065036,0.044537697143659426,0.06584715223936477,0.0430557072211909,0.06636194873874858,0.06040278926103303
annapolis,1074557820562424,4.697103777668795,3-5,-4.66984857768185,0.5058309786493419,Trimble,Trimble mx7,0.044116500007799944,0.04577008876339641,0.039920128543125905,0.046082086641810835,0.04084052228444847,0.046908881019609064,0.04417889958348283
annapolis,1130786224993585,3.263548356294128,3-5,-2.5400525700934544,2.049788762905445,Trimble,Trimble mx7,0.0682807356909973,0.07584668424254715,0.06255557462209257,0.06714194343478465,0.055176824797591374,0.07428669485047501,0.0720091103380497
annapolis,1179546065891425,3.4581334056345234,3-5,-2.8318044749119187,-1.985643793120708,Trimble,Trimble MX7,0.08021465454034912,0.09202377423833517,0.05906119838385099,0.0873594059560395,0.052259644634416486,0.09330296553983433,0.08306943512784114
annapolis,1186577468484043,1.0699573323531921,0-1.5,-0.9948299952652433,-0.39387506142562684,Trimble,Trimble MX7,0.034350966413428385,0.03456936492831849,0.034912562594574356,0.03460056471615993,0.03378937023228242,0.03508416142770229,0.03533375973043383
annapolis,1254255151701056,2.613283917752415,1.5-3,-2.2484497782980837,1.332155222582642,Trimble,Trimble MX7,0.07955945899567883,0.07876386440572204,0.07154111352042807,0.07600268318175436,0.06904513049311264,0.08130664711479962,0.07910706207197792
annapolis,1255568348226573,2.3519322941644427,1.5-3,-2.06385030440414,1.1281214156725967,Trimble,Trimble MX7,0.06428716284729263,0.06431836263513407,0.06040278926103303,0.0625711745160133,0.05547322278208508,0.06296117186403133,0.06631514905698642
annapolis,1265191387234427,1.2216168957319389,0-1.5,-1.1633050293279317,-0.37294552081216875,Trimble,Trimble MX7,0.07403709654774347,0.07584668424254715,0.06952872720465501,0.07534748763708407,0.07199351044412898,0.07547228678844983,0.07366269909364616
annapolis,1319468485116956,1.4633111038516697,0-1.5,-1.1315831259776314,0.9278528736827071,Trimble,Trimble MX7,0.04363290329625759,0.04417889958348283,0.04172971623792958,0.043164906478635946,0.04168291655616742,0.043398904887446764,0.04333650531176388
annapolis,1348745456021634,3.194848149043204,3-5,-2.865659753699593,1.4130513638327749,Trimble,Trimble mx7,0.14099184125547945,0.1578241267959378,0.0896993900441477,0.15099137325866185,0.08239863968925011,0.15627973729778638,0.14400262078217868
annapolis,1349860502075738,2.7147768728210484,1.5-3,-2.663731009837142,0.5241646243213551,Trimble,Trimble MX7,0.12117997597616337,0.12284916462568055,0.10392649329984556,0.11988518478074349,0.10838806296117186,0.12367595900347877,0.11986958488682277
annapolis,1378841722703885,1.766569636120584,1.5-3,-1.0354386596311465,1.4313832894709513,Trimble,Trimble mx7,0.045348891627536934,0.043866901705068406,0.04445969767405582,0.04631608505062165,0.04431929862876932,0.0449588942795189,0.04486529491599457
annapolis,1405036700051880,1.7001127347284957,1.5-3,-1.3276955446695378,1.061983865582632,Trimble,Trimble mx7,0.07239910768606773,0.07255510662527495,0.0687955321903811,0.07271110556448217,0.06793753802474144,0.07152551362650734,0.0712770272378397
annapolis,1417173041993097,3.053156222987872,3-5,-1.8212890772119776,2.4508554721979543,Trimble,Trimble MX7,0.05650281578085269,0.056471615993011245,0.04857806966912625,0.05461522861644541,0.048047673275821726,0.056440416205169805,0.05523922437327426
annapolis,1424988461692696,2.621530517229022,1.5-3,-2.2059081346344604,1.4168216281718409,Trimble,Trimble mx7,0.04038812536074755,0.0398421290735223,0.03687814922858525,0.037096547743475344,0.03541175920003744,0.0386721370294682,0.03856293777202315
annapolis,1435162300398313,3.4810359590645277,3-5,-2.6796745010739587,2.2227368381708787,Trimble,Trimble mx7,0.05807840506684554,0.059279596898741085,0.04694008080745051,0.059217197323058204,0.05009125937943622,0.06035598957927086,0.056409216417328364
annapolis,1475792212785589,1.274894012212043,0-1.5,-0.7267704296259683,1.0474819012717413,Trimble,Trimble MX7,0.0358953559115798,0.03505296163986085,0.03602015506294557,0.035567758139244655,0.0349437623824158,0.03533375973043383,0.03614495421431134
annapolis,1528518111324684,3.18070547751087,3-5,-1.1313297283594381,2.9728991280363233,Trimble,Trimble mx7,0.05580082055442023,0.05566042150913374,0.05416283169274449,0.04764207603388297,0.04438169820445221,0.05581642044834095,0.05611281843283466
annapolis,1554822665323668,0.8789521641688914,0-1.5,0.30173853875613627,0.8255404664088566,Trimble,Trimble mx7,0.07322590206386596,0.07204031012589114,0.07257070651919567,0.0715723133082695,0.07246150726175062,0.07439589410792007,0.07364709919972544
annapolis,1577720189426545,2.092404023929902,1.5-3,-1.9458941139413537,0.7693362602307452,Trimble,Trimble mx7,0.04622248568709733,0.047486077094675755,0.043305305523922435,0.04776687518524874,0.043149306584715226,0.04753287677643792,0.04728327847370638
annapolis,1635539566853832,2.0024877573031694,1.5-3,-1.109299362117751,1.66726107685281,Trimble,Trimble mx7,0.07119791585417219,0.07071431914262984,0.0695911267803379,0.06361636740870162,0.06179117981997723,0.06803113738826576,0.07372509866932905
annapolis,1746146992466005,4.599459268589206,3-5,-4.350477859667964,1.4942089946279526,Trimble,Trimble mx7,0.04087172207228991,0.039748529709997975,0.03932733257413849,0.04347690435705037,0.04063772366347909,0.042026114222423284,0.039826529179601576
annapolis,1796129530825058,4.909062606514461,3-5,-4.906203342267689,0.16772964555544548,Trimble,Trimble mx7,0.0395457310890286,0.04211971358594761,0.03509976132162301,0.0430557072211909,0.03539615930611672,0.04280610891845935,0.04068452334524125
annapolis,1808761949309259,4.015203243006109,3-5,-3.6347726222434744,1.7071015543799473,Trimble,Trimble MX7,0.043929301280751294,0.04403850053819634,0.03505296163986085,0.04233811210083772,0.03667535060761587,0.043882501598989127,0.04210411369202689
annapolis,2005223349857247,3.364316248471119,3-5,-3.342129924029565,-0.385953852994905,Trimble,Trimble mx7,0.05547322278208508,0.0567992137653464,0.045177292794409,0.056565215356535574,0.04441289799229365,0.057002012386315776,0.05533282373679859
annapolis,2007477026275162,3.9389605734954234,3-5,-2.9816666861805636,-2.5750848591751434,Trimble,Trimble mx7,0.052322044210099374,0.057126811537681545,0.05054365630313714,0.04369530287194047,0.04762647613996225,0.05260284230067236,0.057002012386315776
annapolis,2033244330365072,4.348020367723822,3-5,-3.01385288367417,3.13544935843654,Trimble,Trimble mx7,0.11852799400964073,0.15166216869725285,0.0902141865435315,0.11350482816716846,0.07576868477294355,0.14135063881565604,0.1395566510147731
annapolis,2048474495485493,3.480970342957717,3-5,-3.424562096347739,-0.6244945960245951,Trimble,Trimble mx7,0.047361277943309986,0.04578568865731713,0.04360170350841614,0.04497449417343962,0.044631296507183754,0.0463472848384631,0.04684648144392618
annapolis,2050450181762428,1.7063852319494897,1.5-3,-1.6891868541689612,0.24169248435113833,Trimble,Trimble MX7,0.06210317769839165,0.06314837059107999,0.05686161334102928,0.062056378016629485,0.05734521005257164,0.06294557197011061,0.062494149948519546
annapolis,2087242684945790,4.079426051258975,3-5,-3.494337200769262,2.1063777483131574,Trimble,Trimble mx7,0.03937413225590066,0.04277490913061791,0.03174578412866792,0.04204171411634401,0.035021761852019405,0.04311810679687378,0.037080947849554624
annapolis,221474716428145,1.9288451066497667,1.5-3,-1.5132535890963372,-1.1961771365137248,Trimble,Trimble MX7,0.07447389357752367,0.07472349188025522,0.07289830429153082,0.07394349718421915,0.07263310609487855,0.07548788668237055,0.07430229474439574
annapolis,2358385930959873,2.473327203409223,1.5-3,-1.7358386580061616,1.7621469162845658,Trimble,Trimble MX7,0.03973292981607725,0.039904528649205184,0.04043492504250971,0.03935853236197994,0.039108934059248396,0.040622123769558365,0.04070012323916197
annapolis,24092441563734589,3.596710803600189,3-5,-3.244920689794022,1.552222606851048,Trimble,Trimble mx7,0.043133706690794506,0.04389810149290985,0.03188618317395442,0.047439277412913594,0.031464986038094944,0.04683088155000546,0.04219771305555122
annapolis,260599643174895,3.0745000627812127,3-5,-3.0346734986542123,-0.4934928223754667,Trimble,Trimble mx7,0.08739060574388094,0.09757733647411197,0.06907633028095408,0.09611094644556417,0.06832753537275947,0.0967973417780759,0.08937318648404106
annapolis,263227562888871,1.1831960242578925,0-1.5,-1.0471289805308517,0.5509151677779939,Trimble,Trimble mx7,0.04896806701714428,0.04725207868586494,0.04909286616851005,0.0486872689265713,0.04909286616851005,0.048047673275821726,0.04865606913872986
annapolis,263456786691932,4.492680920475631,3-5,-4.490425422675687,-0.1424884643724934,Trimble,Trimble mx7,0.05862440135407079,0.06321077016676287,0.04692448091352979,0.06317957037892143,0.04683088155000546,0.06321077016676287,0.059965992231252825
annapolis,266139323080373,2.3285851186486735,1.5-3,-2.3235555948461464,-0.15300616892907087,Trimble,Trimble mx7,0.06080838650297178,0.061198383850989815,0.05531722384287787,0.06079278660905106,0.05410043211706161,0.05999719201909427,0.061291983214514144
annapolis,269324986100409,0.47643233074083313,0-1.5,0.15219356834633196,0.45147022373170415,Trimble,Trimble mx7,0.04840647083599831,0.04720527900410277,0.04767327582172441,0.0482504718967911,0.04821927210894966,0.047501676988596475,0.04826607179071182
annapolis,270044664458604,1.29941924837708,0-1.5,-0.9437497652159089,-0.8932518826966152,Trimble,Trimble MX7,0.04587928802084146,0.04711167964057844,0.043929301280751294,0.04756407656427936,0.04275930923669719,0.04859366956304697,0.045504890566744144
annapolis,270895215940194,2.6560311832990875,1.5-3,-1.9220284219449821,-1.8334583482569424,Trimble,Trimble mx7,0.05901439870208883,0.06094878554825827,0.05533282373679859,0.0587024008236744,0.05196324664992278,0.06179117981997723,0.060059591594777154
annapolis,272909839049970,3.2326575437613756,3-5,-3.223551748243391,-0.24259231200670403,Trimble,Trimble mx7,0.07299190365505515,0.07979345740448965,0.05101165312075878,0.08083865029717797,0.05038765736392992,0.07984025708625181,0.07364709919972544
annapolis,2901245953423830,4.887869888921515,3-5,-4.879138981132873,0.29237233740617213,Trimble,Trimble MX7,0.07459869272888944,0.0887477965149837,0.04715847932234061,0.08876339640890442,0.048843267865778514,0.08921579333260533,0.07445829368360295
annapolis,2925949640956963,3.3509998767823364,3-5,-1.030784792727895,3.188695674995336,Trimble,Trimble MX7,0.07692307692307693,0.08281983682510959,0.07976225761664821,0.0531488385878976,0.05177604792287412,0.07732867416501568,0.08174344414457982
annapolis,294097413515834,2.788258535227358,1.5-3,-2.4695438942195223,-1.2949042915603413,Trimble,Trimble mx7,0.06319517027284215,0.06497355817980438,0.05414723179882377,0.06355396783301874,0.05670561440182207,0.06399076486279894,0.06239957568288536
annapolis,297886629678677,3.6208282129255323,3-5,-3.540661718893965,-0.7581843223152439,Trimble,Trimble mx7,0.12526714818339235,0.14089824189195513,0.08731260627427734,0.13587507604948287,0.09517495281032089,0.13916665366675507,0.12517354881986803
annapolis,299861069631715,4.2048090050485865,3-5,-4.185556197967424,0.40227608754692323,Trimble,Trimble mx7,0.052119245589129996,0.06700154438949815,0.041168120056783615,0.06670514640500444,0.04073132302700341,0.06756314057064412,0.05183844749855701
annapolis,310957541571911,2.389367395481334,1.5-3,-1.3875572593551666,-1.945379484545435,Trimble,Trimble mx7,0.18701152832160742,0.20304821927210895,0.172815624853751,0.17421961530661592,0.148854187791523,0.19248709108778062,0.19507667347862034
annapolis,317716534218426,3.155004584600878,3-5,-3.154198469716968,-0.07135185065718015,Trimble,Trimble mx7,0.0528524406034039,0.0589207993385645,0.04172971623792958,0.05815640453644915,0.04172971623792958,0.057735207400589676,0.05279004102772101
annapolis,324732793509915,3.7086202757687854,3-5,-3.3923980509666567,1.4993757354021195,Trimble,Trimble mx7,0.10851286211253763,0.1346582843236666,0.04754847667035864,0.13367549100666115,0.050871254075472286,0.13498588209600174,0.11139884248787109
annapolis,328410443119195,2.826488098010173,1.5-3,-2.809382263359168,-0.31061809679640445,Trimble,Trimble mx7,0.056300017159883316,0.06285197260658627,0.049436063834765925,0.061323183002355584,0.04857806966912625,0.06140118247195919,0.056549615462614854
annapolis,329577912221811,2.1947909183063623,1.5-3,-2.189412329205865,0.15359789068818938,Trimble,Trimble MX7,0.06230597631936103,0.061993978440946604,0.05946679562578974,0.06244637536464752,0.05999719201909427,0.061962778653105156,0.06342916868165296
annapolis,334237679155324,2.656901201667995,1.5-3,-2.0562820540647424,1.6828678458937347,Trimble,Trimble mx7,0.11838759496435425,0.12302076345880848,0.09871612873032463,0.11526761618020998,0.09158697720855498,0.12238116780805891,0.11990078467466421
annapolis,335077195781777,4.6429925249777115,3-5,-4.4764229336802455,1.2337405229043357,Trimble,Trimble mx7,0.04648768388374959,0.04779807497309018,0.0318705832800337,0.04445969767405582,0.03938973214982138,0.0463472848384631,0.04592680415587657
annapolis,340722771792916,3.670501448487727,3-5,-3.670215633784138,0.04583622275269704,Trimble,Trimble mx7,0.05196324664992278,0.05708001185591938,0.03756454456109699,0.05745440931001669,0.03715894731915823,0.057126811537681545,0.053726034662964293
