city,n_frames,n_panos,slope_travel_pitch_on_grade,corr,grade_abs_p50,grade_abs_p90,travel_pitch_abs_p50,travel_pitch_abs_p90,pitch_rel_road_abs_p50,pitch_rel_road_abs_p90,frac_rel_road_within_1p5,frac_travel_pitch_within_1p5
richmond,8431,9091,0.5650843787403335,0.24230065318160296,1.048894698985636,3.8254009460888563,2.186329309262017,9.522419419285711,1.9197732185401597,9.911056058932838,0.3799074842841893,0.37540030838571936
clovis,68322,72776,0.17429227109537293,0.08735939544425994,0.23976576542393482,0.7570296932650757,0.9104535499125281,2.406374216764625,0.9041298973458329,2.4422967647291602,0.7414888322941365,0.7347560083135739
morgantown,51537,51692,0.9670216611724833,0.9122477898193837,2.0641332757148647,6.325574647482127,2.2987290381980636,6.794370994259344,0.48599518835128785,1.5071624151296612,0.8984612996487961,0.36278789995537186
annapolis,52815,53232,0.9586600610590126,0.862713603129181,0.8512620048313432,2.504642916884233,2.3910006052720405,4.390615212381522,2.5494139544115706,3.123792030438409,0.08978509893022815,0.26492473729054244
laurens,4483,4495,0.6069205347222147,0.26267361926711214,0.6184660229381126,1.5990687934442995,1.2092786011271979,2.858103196797544,1.120160887628875,2.6376387771428194,0.719161275931296,0.6078518848985055
