city,signal,dist_bin_m,vintage,n_pairs,r,rms_diff_over_sqrt2,abs_diff_p50,slope_abs_p50
sao_paulo,depth_well_determined,50-80,same,9997,0.21657332163452817,2.8125278062556296,1.04312133279558,1.135969902214284
sao_paulo,depth_well_determined,50-80,different,7949,0.012015786557265958,2.628754250140626,1.653516626004683,0.9741588088698075
sao_paulo,rig_attitude,0-5,all,128,0.5859359374196638,1.7322300935688482,0.6714670366295892,1.1067594152341629
sao_paulo,rig_attitude,0-5,same,71,0.61609462649155,2.051915801645799,0.6865466907459501,1.377853047444407
sao_paulo,rig_attitude,0-5,different,57,0.4434630084511129,1.2221928091372303,0.6363794935118967,0.9385485407798616
sao_paulo,rig_attitude,5-10,all,5304,0.6147188866015226,1.6113861306667032,0.5345007802603011,0.994902120224229
sao_paulo,rig_attitude,5-10,same,3865,0.7026066419879697,1.5005512793620146,0.4271257695520733,1.0262368161089899
sao_paulo,rig_attitude,5-10,different,1439,0.21585624599715134,1.8769548792549922,0.9734292041626846,0.929750919340649
sao_paulo,rig_attitude,10-15,all,15141,0.5976643635923746,1.4587456168015662,0.46226828438340084,0.808304453742826
sao_paulo,rig_attitude,10-15,same,12993,0.6899385577217615,1.290547947698039,0.4006454366292735,0.7766101711356699
sao_paulo,rig_attitude,10-15,different,2148,-0.025984323334695993,2.219254819226591,1.5986630443667669,1.0491914052960074
sao_paulo,rig_attitude,15-20,all,7649,0.29284576602843737,2.1469400328290926,0.9171617115713082,0.9852482995489797
sao_paulo,rig_attitude,15-20,same,4274,0.42418876384446386,2.120096425691742,0.6456623305492959,0.9986028158511143
sao_paulo,rig_attitude,15-20,different,3375,0.02575746772049622,2.180459796256274,1.4279838965536202,0.973264301085087
sao_paulo,rig_attitude,20-30,all,25401,0.3422401763238967,1.9996444543371905,0.7407064067848863,0.9008775506991649
sao_paulo,rig_attitude,20-30,same,17318,0.4736982766433434,1.8431181271523647,0.5417806277737409,0.8499129003445117
sao_paulo,rig_attitude,20-30,different,8083,-0.001437412396654999,2.299410931554914,1.4651386723388509,0.9981326095969574
sao_paulo,rig_attitude,30-50,all,55883,0.24188173554286713,2.163342592808971,0.9239674571823192,0.9165507013114716
sao_paulo,rig_attitude,30-50,same,34108,0.35978039154947056,2.066705478134032,0.663235657746256,0.8758212644565097
